color_name,rus_name,hex,r,g,b,hue,sat,val,id
Vivid lime green,Яркий лаймово-зеленый,#A6D608,166,214,8,73.98058252427184,0.962616822429906,0.83921568627451,1018
Sage,Мудрец,#9EA587,158,165,135,74.0,0.181818181818182,0.647058823529412,1019
Android green (2008-2014),Android зеленый (2008-2014),#A4C639,164,198,57,74.46808510638299,0.712121212121212,0.776470588235294,1020
Flax,Лен,#7B8265,123,130,101,74.48275862068965,0.223076923076923,0.509803921568627,1021
Chiffon,Шифон,#F1FFC8,241,255,200,75.2727272727273,0.215686274509804,1,1022
Spring Sun,Весеннее Солнце,#F6FFDC,246,255,220,75.42857142857143,0.137254901960784,1,1023
Artichoke,Артишок,#8F9779,143,151,121,76.0,0.198675496688742,0.592156862745098,1024
Green Waterloo,Зеленый Ватерлоо,#101405,16,20,5,76.0,0.75,0.0784313725490196,1025
Green White,Зеленый Белый,#E8EBE0,232,235,224,76.36363636363633,0.0468085106382978,0.92156862745098,1026
Loafer,Лофер,#EEF4DE,238,244,222,76.36363636363637,0.0901639344262295,0.956862745098039,1027
Siam,Сиам,#646A54,100,106,84,76.36363636363637,0.207547169811321,0.415686274509804,1028
Pine Tree,Сосна,#171F04,23,31,4,77.77777777777777,0.870967741935484,0.12156862745098,1029
Limeade,Лимонад,#6F9D02,111,157,2,77.80645161290323,0.987261146496815,0.615686274509804,1030
Caper,Каперсы,#DCEDB4,220,237,180,77.89473684210527,0.240506329113924,0.929411764705882,1031
Clover,Клевер,#384910,56,73,16,77.89473684210527,0.780821917808219,0.286274509803921,1032
Gin,Джин,#D8E4BC,216,228,188,78.00000000000001,0.175438596491228,0.894117647058824,1033
Carla,Карла,#F3FFD8,243,255,216,78.46153846153847,0.152941176470588,1,1034
Walmart Market Green,Walmart Market Грин,#A8F300,168,243,0,78.51851851851852,1,0.952941176470588,1035
Chrome White,Хром белый,#E8F1D4,232,241,212,78.62068965517241,0.120331950207469,0.945098039215686,1036
Turtle Green,Черепаховый зеленый,#2A380B,42,56,11,78.66666666666666,0.803571428571428,0.219607843137255,1037
Periglacial Blue,Перигляциальный синий,#E1E6D6,225,230,214,78.75000000000006,0.0695652173913043,0.901960784313726,1038
Dark lemon lime,Темный лимонный лайм,#8BBE1B,139,190,27,78.77300613496932,0.857894736842105,0.745098039215686,1039
Yellow-green (Crayola),Желто-зеленый (Crayola),#C5E384,197,227,132,78.94736842105263,0.418502202643172,0.890196078431372,1040
Sushi,Суши,#87AB39,135,171,57,78.94736842105263,0.666666666666667,0.670588235294118,1041
Microsoft green,Майкрософт зеленый,#7DB700,125,183,0,79.01639344262294,1,0.717647058823529,1042
Sheen green,Зелёный блеск,#8FD400,143,212,0,79.52830188679245,1,0.831372549019608,1043
Olive Drab (#3),Оливковый драб (#3),#6B8E23,107,142,35,79.62616822429906,0.753521126760563,0.556862745098039,1044
Dark moss green,Темно-зеленый мох,#4A5D23,74,93,35,79.6551724137931,0.623655913978495,0.364705882352941,1045
Yellow-green,Желто-зеленый,#9ACD32,154,205,50,79.74193548387098,0.75609756097561,0.803921568627451,1046
Frost,Мороз,#EDF5DD,237,245,221,80.0,0.0979591836734693,0.96078431372549,1047
Bud,Бутон,#A8AE9C,168,174,156,80.00000000000003,0.103448275862069,0.682352941176471,1048
Spring bud,Весенний бутон,#A7FC00,167,252,0,80.23809523809524,1,0.988235294117647,1049
Atlantis,Атлантида,#97CD2D,151,205,45,80.25,0.780487804878049,0.803921568627451,1050
Conifer,Хвойное,#ACDD4D,172,221,77,80.41666666666666,0.65158371040724,0.866666666666667,1051
Limed Ash,Ясень беленый,#747D63,116,125,99,80.76923076923077,0.208,0.490196078431372,1052
Avocado,Авокадо,#568203,86,130,3,80.78740157480314,0.976923076923077,0.509803921568627,1053
Walmart Neighborhood Market Green,Walmart Neighborhood Market Green,#88C021,136,192,33,81.1320754716981,0.828125,0.752941176470588,1054
Coriander,Кориандр,#C4D0B0,196,208,176,82.49999999999997,0.153846153846154,0.815686274509804,1055
Schist,Сланец,#A9B497,169,180,151,82.7586206896552,0.161111111111111,0.705882352941177,1056
Green-yellow,Зелёно-жёлтый,#ADFF2F,173,255,47,83.65384615384615,0.815686274509804,1,1057
Green Lizard,Зелёная Ящерица,#A7F432,167,244,50,83.81443298969072,0.795081967213115,0.956862745098039,1058
Rifle green,Винтовка зеленая,#444C38,68,76,56,83.99999999999999,0.263157894736842,0.298039215686275,1059
Sulu,Сулу,#C1F07C,193,240,124,84.31034482758622,0.483333333333333,0.941176470588235,1060
Inchworm,Дюймовый червь,#B2EC5D,178,236,93,84.33566433566435,0.60593220338983,0.925490196078431,1061
Kidnapper,Похититель,#E1EAD4,225,234,212,84.54545454545455,0.0940170940170939,0.917647058823529,1062
Mango green,Зеленый манго,#96FF00,150,255,0,84.70588235294116,1,1,1063
Olive Green,Оливково-зеленый,#242E16,36,46,22,84.99999999999999,0.521739130434783,0.180392156862745,1064
Pine tree,сосна,#2A2F23,42,47,35,85.00000000000001,0.25531914893617,0.184313725490196,1065
Green Leaf,Зеленый лист,#436A0D,67,106,13,85.16129032258065,0.877358490566038,0.415686274509804,1066
Lima,Лима,#76BD17,118,189,23,85.66265060240964,0.878306878306878,0.741176470588235,1067
Chinese white,Китайский белый,#E2E5DE,226,229,222,85.71428571428586,0.0305676855895196,0.898039215686275,1068
Christi,Кристи,#67A712,103,167,18,85.7718120805369,0.892215568862275,0.654901960784314,1069
Olivine,Оливин,#9AB973,154,185,115,86.57142857142858,0.378378378378378,0.725490196078431,1070
Green Cola,Зеленая Кола,#4C721D,76,114,29,86.82352941176472,0.745614035087719,0.447058823529412,1071
Battleship Grey,Линкор Грей,#828F72,130,143,114,86.89655172413795,0.202797202797203,0.56078431372549,1072
Log Cabin,Бревенчатая хижина,#242A1D,36,42,29,87.69230769230771,0.309523809523809,0.164705882352941,1073
Palm Leaf,Пальмовый лист,#6F9940,111,153,64,88.31460674157302,0.581699346405229,0.6,1074
French lime,французский лайм,#9EFD38,158,253,56,88.93401015228426,0.778656126482213,0.992156862745098,1075
Chartreuse (web),Шартрез (веб),#7FFF00,127,255,0,90.11764705882354,1,1,1076
Vida Loca,Вида Лока,#549019,84,144,25,90.25210084033614,0.826388888888889,0.564705882352941,1077
Maximum green,Максимум зеленого,#5E8C31,94,140,49,90.32967032967034,0.65,0.549019607843137,1078
Chelsea Cucumber,Огурец Челси,#83AA5D,131,170,93,90.38961038961038,0.452941176470588,0.666666666666667,1079
Lawn green,Зеленый газон,#7CFC00,124,252,0,90.47619047619048,1,0.988235294117647,1080
Camouflage green,Зеленый камуфляж,#78866B,120,134,107,91.11111111111111,0.201492537313433,0.525490196078431,1081
Robins Egg Blue,Яйцо Робинса синее,#BDC8B3,189,200,179,91.42857142857136,0.105,0.784313725490196,1082
Kiwi,киви,#8EE53F,142,229,63,91.44578313253012,0.724890829694323,0.898039215686275,1083
Gossip,Слух,#D2F8B0,210,248,176,91.66666666666666,0.290322580645161,0.972549019607843,1084
Dell,Делл,#396413,57,100,19,91.85185185185183,0.81,0.392156862745098,1085
Black Forest,Черный лес,#0B1304,11,19,4,92.0,0.789473684210526,0.0745098039215686,1086
Rainee,Рэйни,#B9C8AC,185,200,172,92.14285714285715,0.14,0.784313725490196,1087
Hunter Green,Хантер Грин,#161D10,22,29,16,92.30769230769228,0.448275862068966,0.113725490196078,1088
Asda Green,Асда Грин,#7DC242,125,194,66,92.34375,0.65979381443299,0.76078431372549,1089
Dingley,Дингли,#5D7747,93,119,71,92.5,0.403361344537815,0.466666666666667,1090
Sap green,Сок зеленый,#507D2A,80,125,42,92.53012048192772,0.664,0.490196078431372,1091
Asparagus,Спаржа,#87A96B,135,169,107,92.90322580645162,0.366863905325444,0.662745098039216,1092
Green Spring,Зелёная весна,#B8C1B1,184,193,177,93.75,0.082901554404145,0.756862745098039,1093
Spring Frost,Весенние заморозки,#87FF2A,135,255,42,93.80281690140846,0.835294117647059,1,1094
Sprout,Росток,#C1D7B0,193,215,176,93.84615384615384,0.181395348837209,0.843137254901961,1095
Walmart Neighborhood Market Green (2010-2011),Зеленый районный рынок Walmart (2010-2011),#55C500,85,197,0,94.11167512690356,1,0.772549019607843,1096
Green Kelp,Зеленые водоросли,#25311C,37,49,28,94.28571428571428,0.428571428571429,0.192156862745098,1097
Marshland,Болото,#0B0F08,11,15,8,94.28571428571428,0.466666666666667,0.0588235294117647,1098
Reef,Риф,#C9FFA2,201,255,162,94.83870967741936,0.364705882352941,1,1099
Forest Green,Лесной зеленый,#182D09,24,45,9,95.0,0.8,0.176470588235294,1100
Rice Flower,Цветок риса,#EEFFE2,238,255,226,95.17241379310344,0.113725490196078,1,1101
Laurel green,Лавровый зеленый,#A9BA9D,169,186,157,95.17241379310346,0.155913978494623,0.729411764705882,1102
Snow Flurry,Снежный шквал,#E4FFD1,228,255,209,95.2173913043478,0.180392156862745,1,1103
Green (RYB),Зеленый (RYB),#66B032,102,176,50,95.2380952380952,0.715909090909091,0.690196078431373,1104
Chalet Green,Шале Грин,#516E3D,81,110,61,95.51020408163268,0.445454545454545,0.431372549019608,1105
Gordons Green,Гордонс Грин,#0B1107,11,17,7,96.0,0.588235294117647,0.0666666666666666,1106
Bright green,Ярко-зеленый,#66FF00,102,255,0,96.0,1,1,1107
Pistachio,Фисташковый,#93C572,147,197,114,96.14457831325304,0.421319796954315,0.772549019607843,1108
Green slime,Зеленая слизь,#65FF00,101,255,0,96.23529411764706,1,1,1109
Mallard,Кряква,#233418,35,52,24,96.4285714285714,0.538461538461538,0.203921568627451,1110
Nyanza,Ньянза,#E9FFDB,233,255,219,96.66666666666669,0.141176470588235,1,1111
Ebony,Эбеновое дерево,#555D50,85,93,80,96.92307692307692,0.139784946236559,0.364705882352941,1112
Dollar bill,Долларовая купюра,#85BB65,133,187,101,97.67441860465117,0.459893048128342,0.733333333333333,1113
Christmas green,Рождественский зеленый,#3C8D0D,60,141,13,97.96875,0.907801418439716,0.552941176470588,1114
Metallic green,Металлический зеленый,#296E01,41,110,1,97.9816513761468,0.990909090909091,0.431372549019608,1115
Menthol,Ментол,#C1F9A2,193,249,162,98.62068965517244,0.349397590361446,0.976470588235294,1116
Willow Grove,Уиллоу Гроув,#65745D,101,116,93,99.13043478260872,0.198275862068965,0.454901960784314,1117
Silver foil,Серебряная фольга,#AFB1AE,175,177,174,100.0,0.0169491525423728,0.694117647058824,1118
Feta,Фета,#F0FCEA,240,252,234,100.0,0.0714285714285715,0.988235294117647,1119
Tea green,Чай зеленый,#D0F0C0,208,240,192,100.0,0.2,0.941176470588235,1120
Seaweed,Водоросли,#1B2F11,27,47,17,100.00000000000004,0.638297872340426,0.184313725490196,1121
Sugar Cane,Сахарный тростник,#F9FFF6,249,255,246,100.00000000000009,0.0352941176470588,1,1122
Napier green,Нейпир зеленый,#2A8000,42,128,0,100.3125,1,0.501960784313725,1123
Kelly green,Келли Грин,#4CBB17,76,187,23,100.60975609756098,0.877005347593583,0.733333333333333,1124
Green House,Зеленый Дом,#24500F,36,80,15,100.61538461538464,0.8125,0.313725490196078,1125
Android green,Андроид зеленый,#79C257,121,194,87,100.93457943925236,0.551546391752577,0.76078431372549,1126
Bud green,Зеленый бутон,#7BB661,123,182,97,101.64705882352943,0.467032967032967,0.713725490196078,1127
Heavy Metal,Тяжелый металл,#2B3228,43,50,40,101.99999999999996,0.2,0.196078431372549,1128
Norway,Норвегия,#A8BD9F,168,189,159,102.0,0.158730158730159,0.741176470588235,1129
Palm Leaf,Пальмовый лист,#19330E,25,51,14,102.16216216216216,0.725490196078431,0.2,1130
Pixie Green,Пикси Грин,#C0D8B6,192,216,182,102.3529411764706,0.157407407407407,0.847058823529412,1131
Chlorophyll green,Хлорофилл зеленый,#4AFF00,74,255,0,102.58823529411768,1,1,1132
Bilbao,Бильбао,#327C14,50,124,20,102.69230769230772,0.838709677419355,0.486274509803922,1133
Axolotl,Аксолотль,#63775B,99,119,91,102.85714285714288,0.235294117647059,0.466666666666667,1134
Apple,Яблоко,#66B447,102,180,71,102.93577981651376,0.605555555555556,0.705882352941177,1135
La Palma,Ла Пальма,#368716,54,135,22,103.00884955752213,0.837037037037037,0.529411764705882,1136
Highland,Хайленд,#6F8E63,111,142,99,103.25581395348836,0.302816901408451,0.556862745098039,1137
Willow Brook,Уиллоу Брук,#DFECDA,223,236,218,103.33333333333331,0.076271186440678,0.925490196078431,1138
Kombu green,Комбу зеленый,#354230,53,66,48,103.33333333333331,0.272727272727273,0.258823529411765,1139
Pale Leaf,Бледный лист,#C0D3B9,192,211,185,103.8461538461538,0.123222748815166,0.827450980392157,1140
Harlequin green,Арлекин зеленый,#46CB18,70,203,24,104.58100558659216,0.881773399014778,0.796078431372549,1141
Harlequin,Арлекин,#3FFF00,63,255,0,105.1764705882353,1,1,1142
Lincoln green,Линкольн зеленый,#195905,25,89,5,105.71428571428572,0.943820224719101,0.349019607843137,1143
Fern green,Папоротниковый зеленый,#4F7942,79,121,66,105.8181818181818,0.454545454545454,0.474509803921569,1144
Feijoa,Фейхоа,#9FDD8C,159,221,140,105.92592592592592,0.366515837104072,0.866666666666667,1145
Zanah,Занах,#DAECD6,218,236,214,109.09090909090914,0.0932203389830508,0.925490196078431,1146
Axolotl,Аксолотль,#4E6649,78,102,73,109.6551724137931,0.284313725490196,0.4,1147
Apple,Яблоко,#4FA83D,79,168,61,109.90654205607478,0.636904761904762,0.658823529411765,1148
Grey Nurse,Серая медсестра,#E7ECE6,231,236,230,110.00000000000004,0.0254237288135593,0.925490196078431,1149
Mantis,Богомол,#74C365,116,195,101,110.42553191489364,0.482051282051282,0.764705882352941,1150
Neon green,Неоновый зеленый,#39FF14,57,255,20,110.55319148936172,0.92156862745098,1,1151
Hippie Green,Хиппи Грин,#53824B,83,130,75,111.27272727272728,0.423076923076923,0.509803921568627,1152
Yellow-green (Color Wheel),Желто-зеленый (цветовой круг),#30B21A,48,178,26,111.3157894736842,0.853932584269663,0.698039215686274,1153
Slimy green,Слизистый зеленый,#299617,41,150,23,111.496062992126,0.846666666666667,0.588235294117647,1154
Tom Thumb,Мальчик-с-пальчик,#3F583B,63,88,59,111.72413793103446,0.329545454545454,0.345098039215686,1155
May green,Май зеленый,#4C9141,76,145,65,111.75,0.551724137931034,0.568627450980392,1156
Lunar Green,Лунный зеленый,#3C493A,60,73,58,112.0,0.205479452054794,0.286274509803921,1157
Royal green,Королевский зеленый,#136207,19,98,7,112.08791208791207,0.928571428571428,0.384313725490196,1158
Walmart Neighborhood Market Green (2008-2010),Зеленый районный рынок Walmart (2008-2010),#327A28,50,122,40,112.68292682926828,0.672131147540984,0.47843137254902,1159
Granny Smith apple,яблоко сорта «Гренни Смит»,#A8E4A0,168,228,160,112.94117647058825,0.298245614035088,0.894117647058824,1160
Vine Green,Зеленый виноград,#38A32A,56,163,42,113.05785123966942,0.742331288343558,0.63921568627451,1161
Peppermint,Мята перечная,#E3F5E1,227,245,225,114.0,0.0816326530612245,0.96078431372549,1162
Verse green,Стих зеленый,#18880D,24,136,13,114.63414634146342,0.904411764705882,0.533333333333333,1163
India green,зеленый цвет Индии,#138808,19,136,8,114.84375,0.941176470588235,0.533333333333333,1164
Cactus,Кактус,#587156,88,113,86,115.55555555555556,0.238938053097345,0.443137254901961,1165
Glade Green,Глейд Грин,#61845F,97,132,95,116.75675675675676,0.28030303030303,0.517647058823529,1166
Gray-asparagus,Серая спаржа,#465945,70,89,69,116.99999999999996,0.224719101123595,0.349019607843137,1167
San Felix,Сан Феликс,#0B6207,11,98,7,117.36263736263736,0.928571428571428,0.384313725490196,1168
Japanese Laurel,Лавр японский,#0A6906,10,105,6,117.57575757575758,0.942857142857143,0.411764705882353,1169
